#cpu 33:57.19 total
run, score, built
723, 0.277778, -
724, 0.277778, -
725, 0.277778, -
726, 0.277778, -
727, 0.277778, -
728, 0.277778, -
729, 0.277778, -
730, 0.277778, -
731, 0.277778, -
732, 0.277778, -
733, 0.277778, -
734, 0.277778, -
735, 0.277778, -
736, 0.277778, -
737, 0.277778, -
738, 0.277778, -
739, 0.277778, -
740, 0.277778, -
741, 0.277778, -
742, 0.277778, -
743, 0.277778, -
744, 0.277778, -
745, 0.277778, -
746, 0.277778, -
747, 0.277778, -
748, 0.277778, -
749, 0.277778, -
750, 0.277778, -
751, 0.277778, -
752, 0.277778, -
753, 0.277778, -
754, 0.277778, -
755, 0.277778, -
756, 0.277778, -
757, 0.277778, -
758, 0.277778, -
759, 0.277778, -
760, 0.277778, -
761, 0.277778, -
762, 0.277778, -
763, 0.277778, -
764, 0.277778, -
765, 0.277778, -
766, 0.277778, -
767, 0.277778, -
768, 0.277778, -
769, 0.277778, -
770, 0.277778, -
771, 0.277778, -
772, 0.277778, -
773, 0.277778, -
774, 0.277778, -
775, 0.277778, -
776, 0.277778, -
777, 0.277778, -
778, 0.277778, -
779, 0.277778, -
780, 0.277778, -
781, 0.277778, -
782, 0.277778, -
783, 0.277778, -
784, 0.277778, -
785, 0.277778, -
786, 0.263158, -
787, 0.263158, -
788, 0.263158, -
789, 0.263158, -
790, 0.263158, -
791, 0.263158, -
792, 0.263158, -
793, 0.263158, -
794, 0.263158, -
795, 0.263158, -
796, 0.263158, -
797, 0.263158, -
798, 0.263158, -
799, 0.263158, -
800, 0.263158, -
801, 0.263158, -
802, 0.263158, -
803, 0.263158, -
804, 0.263158, -
805, 0.263158, -
806, 0.263158, -
807, 0.263158, -
808, 0.263158, -
809, 0.263158, -
810, 0.263158, -
811, 0.263158, -
812, 0.263158, -
813, 0.263158, -
814, 0.263158, -
815, 0.263158, -
816, 0.263158, -
817, 0.263158, -
818, 0.263158, -
819, 0.263158, -
820, 0.263158, -
821, 0.263158, -
822, 0.263158, -
823, 0.263158, -
824, 0.263158, -
825, 0.263158, -
826, 0.263158, -
827, 0.263158, -
828, 0.263158, -
829, 0.263158, -
830, 0.263158, -
831, 0.263158, -
832, 0.263158, -
833, 0.263158, -
834, 0.263158, -
835, 0.263158, -
836, 0.263158, -
837, 0.263158, -
838, 0.263158, -
839, 0.263158, -
840, 0.263158, -
841, 0.263158, -
842, 0.263158, -
843, 0.263158, -
844, 0.263158, -
845, 0.263158, -
846, 0.263158, -
847, 0.263158, -
848, 0.263158, -
849, 0.263158, -
850, 0.263158, -
851, 0.263158, -
852, 0.263158, -
853, 0.263158, -
854, 0.263158, -
855, 0.263158, -
856, 0.263158, -
857, 0.263158, -
858, 0.263158, -
859, 0.263158, -
860, 0.263158, -
861, 0.263158, -
862, 0.263158, -
863, 0.263158, -
864, 0.263158, -
865, 0.263158, -
866, 0.263158, -
867, 0.263158, -
868, 0.263158, -
869, 0.263158, -
870, 0.263158, -
871, 0.263158, -
872, 0.263158, -
873, 0.263158, -
874, 0.263158, -
875, 0.263158, -
876, 0.263158, -
877, 0.263158, -
878, 0.263158, -
879, 0.263158, -
880, 0.263158, -
881, 0.263158, -
882, 0.263158, -
883, 0.263158, -
884, 0.263158, -
885, 0.263158, -
886, 0.263158, -
887, 0.263158, -
888, 0.263158, -
889, 0.263158, -
890, 0.263158, -
891, 0.263158, -
892, 0.263158, -
893, 0.263158, -
894, 0.263158, -
895, 0.263158, -
896, 0.263158, -
897, 0.263158, -
898, 0.263158, -
899, 0.263158, -
900, 0.263158, -
901, 0.263158, -
902, 0.263158, -
903, 0.263158, -
904, 0.263158, -
905, 0.263158, -
906, 0.263158, -
907, 0.263158, -
907, 0.263158, -
909, 0.25, -
910, 0.25, -
911, 0.25, -
912, 0.25, -
913, 0.25, -
914, 0.25, -
914, 0.25, -
916, 0.25, -
917, 0.25, -
918, 0.25, -
919, 0.25, -
920, 0.25, -
921, 0.25, -
922, 0.25, -
923, 0.25, -
924, 0.25, -
925, 0.25, -
926, 0.25, -
927, 0.25, -
928, 0.25, -
929, 0.25, -
930, 0.25, -
931, 0.25, -
932, 0.25, -
933, 0.25, -
934, 0.25, -
935, 0.25, -
936, 0.25, -
937, 0.25, -
938, 0.25, -
939, 0.25, -
940, 0.25, -
941, 0.25, -
942, 0.25, -
943, 0.25, -
944, 0.25, -
945, 0.25, -
946, 0.25, -
947, 0.25, -
947, 0.25, -
949, 0.25, -
950, 0.25, -
951, 0.25, -
952, 0.25, -
953, 0.25, -
954, 0.25, -
955, 0.25, -
956, 0.25, -
957, 0.25, -
958, 0.25, -
959, 0.25, -
960, 0.25, -
961, 0.25, -
962, 0.25, -
963, 0.25, -
964, 0.25, -
965, 0.25, -
966, 0.25, -
967, 0.25, -
968, 0.25, -
969, 0.25, -
970, 0.25, -
971, 0.25, -
972, 0.25, -
973, 0.25, -
974, 0.25, -
975, 0.25, -
976, 0.25, -
977, 0.25, -
978, 0.25, -
979, 0.25, -
980, 0.25, -
981, 0.25, -
982, 0.25, -
983, 0.25, -
984, 0.25, -
985, 0.25, -
986, 0.25, -
987, 0.25, -
988, 0.25, -
989, 0.25, -
990, 0.25, -
991, 0.25, -
992, 0.25, -
993, 0.25, -
994, 0.25, -
995, 0.25, -
996, 0.25, -
997, 0.25, -
998, 0.25, -
999, 0.25, -
1000, 0.25, -
1001, 0.25, -
1002, 0.25, -
1003, 0.25, -
1004, 0.25, -
1005, 0.25, -
1006, 0.25, -
1007, 0.25, -
1008, 0.25, -
1009, 0.25, -
1010, 0.25, -
1011, 0.25, -
1012, 0.25, -
1013, 0.25, -
1014, 0.25, -
1015, 0.25, -
1016, 0.25, -
1017, 0.25, -
1018, 0.25, -
1019, 0.25, -
1020, 0.25, -
1021, 0.25, -
1022, 0.25, -
1023, 0.25, -
1024, 0.25, -
1025, 0.25, -
1026, 0.25, -
1027, 0.25, -
1028, 0.25, -
1029, 0.25, -
1030, 0.25, -
1031, 0.25, -
1032, 0.25, -
1033, 0.25, -
1034, 0.25, -
1035, 0.25, -
1036, 0.25, -
1037, 0.25, -
1038, 0.25, -
1039, 0.25, -
1040, 0.25, -
1041, 0.25, -
1042, 0.25, -
1043, 0.25, -
1044, 0.25, -
1045, 0.25, -
1046, 0.25, -
1047, 0.25, -
1048, 0.25, -
1049, 0.25, -
1050, 0.25, -
1051, 0.25, -
1052, 0.25, -
1053, 0.25, -
1054, 0.25, -
1055, 0.25, -
1056, 0.25, -
1057, 0.25, -
1058, 0.25, -
1059, 0.25, -
1060, 0.25, -
1061, 0.25, -
1062, 0.25, -
1063, 0.25, -
1064, 0.25, -
1065, 0.25, -
1066, 0.25, -
1067, 0.25, -
1068, 0.25, -
1068, 0.25, -
1070, 0.25, -
1071, 0.25, -
1072, 0.25, -
1073, 0.25, -
1074, 0.25, -
1075, 0.25, -
1076, 0.25, -
1077, 0.25, -
1078, 0.25, -
1079, 0.25, -
1080, 0.25, -
1081, 0.25, -
1082, 0.25, -
1083, 0.25, -
1084, 0.25, -
1085, 0.25, -
1086, 0.25, -
1087, 0.25, -
1088, 0.25, -
1089, 0.25, -
1090, 0.25, -
1091, 0.25, -
1092, 0.25, -
1093, 0.25, -
1094, 0.25, -
1095, 0.25, -
1096, 0.25, -
1097, 0.25, -
1098, 0.25, -
1099, 0.25, -
1100, 0.238095, -
1101, 0.238095, -
1102, 0.238095, -
1103, 0.238095, -
1104, 0.238095, -
1105, 0.238095, -
1106, 0.238095, -
1107, 0.238095, -
1108, 0.238095, -
1109, 0.238095, -
1110, 0.238095, -
1111, 0.238095, -
1112, 0.238095, -
1113, 0.238095, -
1114, 0.238095, -
1115, 0.238095, -
1116, 0.238095, -
1117, 0.238095, -
1118, 0.238095, -
1119, 0.238095, -
1120, 0.238095, -
1121, 0.238095, -
1122, 0.238095, -
1123, 0.238095, -
1124, 0.238095, -
1125, 0.238095, -
1126, 0.238095, -
1127, 0.238095, -
1128, 0.238095, -
1129, 0.238095, -
1130, 0.238095, -
1131, 0.238095, -
1132, 0.238095, -
1133, 0.238095, -
1134, 0.238095, -
1135, 0.238095, -
1136, 0.238095, -
1137, 0.238095, -
1138, 0.238095, -
1138, 0.238095, -
1140, 0.238095, -
1141, 0.238095, -
1142, 0.238095, -
1143, 0.238095, -
1144, 0.238095, -
1145, 0.238095, -
1146, 0.238095, -
1147, 0.238095, -
1148, 0.238095, -
1149, 0.238095, -
1150, 0.238095, -
1151, 0.238095, -
1152, 0.238095, -
1153, 0.238095, -
1154, 0.238095, -
1155, 0.238095, -
1156, 0.238095, -
1157, 0.238095, -
1158, 0.238095, -
1159, 0.238095, -
1160, 0.238095, -
1161, 0.238095, -
1162, 0.238095, -
1163, 0.238095, -
1164, 0.238095, -
1165, 0.238095, -
1166, 0.238095, -
1167, 0.238095, -
1168, 0.238095, -
1168, 0.238095, -
1170, 0.238095, -
1171, 0.238095, -
1172, 0.238095, -
1173, 0.238095, -
1174, 0.238095, -
1175, 0.238095, -
1176, 0.238095, -
1176, 0.238095, -
1178, 0.238095, -
1179, 0.238095, -
1180, 0.238095, -
1181, 0.238095, -
1182, 0.238095, -
1183, 0.238095, -
1184, 0.238095, -
1185, 0.238095, -
1186, 0.238095, -
1187, 0.238095, -
1188, 0.238095, -
1189, 0.238095, -
1190, 0.238095, -
1191, 0.238095, -
1192, 0.238095, -
1193, 0.238095, -
1194, 0.238095, -
1195, 0.238095, -
1196, 0.238095, -
1197, 0.238095, -
1198, 0.238095, -
1199, 0.238095, -
1200, 0.238095, -
1201, 0.238095, -
1202, 0.238095, -
1203, 0.238095, -
1204, 0.238095, -
1205, 0.238095, -
1206, 0.238095, -
1207, 0.238095, -
1208, 0.238095, -
1209, 0.238095, -
1210, 0.238095, -
1211, 0.238095, -
1212, 0.238095, -
1213, 0.238095, -
1214, 0.238095, -
1215, 0.238095, -
1216, 0.238095, -
1217, 0.238095, -
1218, 0.238095, -
1219, 0.238095, -
1220, 0.238095, -
1221, 0.238095, -
1222, 0.238095, -
1223, 0.238095, -
1224, 0.238095, -
1225, 0.238095, -
1226, 0.238095, -
1227, 0.238095, -
1228, 0.238095, -
1229, 0.238095, -
1230, 0.238095, -
1231, 0.238095, -
1232, 0.238095, -
1233, 0.238095, -
1234, 0.238095, -
1235, 0.238095, -
1236, 0.238095, -
1237, 0.238095, -
1238, 0.238095, -
1239, 0.238095, -
1240, 0.238095, -
1241, 0.238095, -
1242, 0.238095, -
1243, 0.238095, -
1244, 0.238095, -
1245, 0.238095, -
1246, 0.238095, -
1247, 0.238095, -
1248, 0.238095, -
1249, 0.238095, -
1250, 0.238095, -
1251, 0.238095, -
1252, 0.238095, -
1253, 0.238095, -
1254, 0.238095, -
1255, 0.238095, -
1256, 0.238095, -
1257, 0.238095, -
1258, 0.238095, -
1259, 0.238095, -
1260, 0.238095, -
1261, 0.238095, -
1262, 0.238095, -
1263, 0.238095, -
1263, 0.238095, -
1265, 0.238095, -
1266, 0.238095, -
1267, 0.238095, -
1267, 0.238095, -
1269, 0.238095, -
1270, 0.238095, -
1271, 0.238095, -
1272, 0.238095, -
1273, 0.238095, -
1274, 0.238095, -
1275, 0.238095, -
1276, 0.238095, -
1277, 0.238095, -
1278, 0.238095, -
1279, 0.238095, -
1280, 0.238095, -
1281, 0.238095, -
1282, 0.238095, -
1283, 0.238095, -
1284, 0.238095, -
1285, 0.238095, -
1286, 0.238095, -
1287, 0.238095, -
1288, 0.238095, -
1289, 0.238095, -
1290, 0.238095, -
1291, 0.238095, -
1292, 0.238095, -
1293, 0.238095, -
1294, 0.238095, -
1295, 0.238095, -
1296, 0.238095, -
1297, 0.238095, -
1298, 0.238095, -
1299, 0.238095, -
1300, 0.238095, -
1301, 0.238095, -
1302, 0.238095, -
1303, 0.238095, -
1304, 0.238095, -
1305, 0.238095, -
1306, 0.238095, -
1307, 0.238095, -
1308, 0.238095, -
1309, 0.238095, -
1310, 0.238095, -
1311, 0.238095, -
1312, 0.238095, -
1313, 0.238095, -
1314, 0.238095, -
1315, 0.238095, -
1316, 0.238095, -
1317, 0.238095, -
1318, 0.238095, -
1319, 0.238095, -
1320, 0.238095, -
1321, 0.238095, -
1322, 0.238095, -
1323, 0.238095, -
1324, 0.238095, -
1325, 0.238095, -
1326, 0.238095, -
1327, 0.238095, -
1328, 0.238095, -
1329, 0.238095, -
1330, 0.238095, -
1331, 0.238095, -
1332, 0.238095, -
1333, 0.238095, -
1334, 0.238095, -
1335, 0.238095, -
1336, 0.238095, -
1336, 0.238095, -
1338, 0.238095, -
1339, 0.238095, -
1340, 0.238095, -
1341, 0.238095, -
1342, 0.238095, -
1343, 0.238095, -
1344, 0.238095, -
1345, 0.238095, -
1346, 0.238095, -
1347, 0.238095, -
1348, 0.238095, -
1349, 0.238095, -
1350, 0.238095, -
1351, 0.238095, -
1352, 0.238095, -
1353, 0.238095, -
1354, 0.238095, -
1355, 0.238095, -
1356, 0.238095, -
1357, 0.238095, -
1358, 0.238095, -
1359, 0.238095, -
1360, 0.238095, -
1361, 0.238095, -
1362, 0.238095, -
1363, 0.238095, -
1364, 0.238095, -
1365, 0.238095, -
1366, 0.238095, -
1367, 0.238095, -
1368, 0.238095, -
1369, 0.238095, -
1370, 0.238095, -
1371, 0.238095, -
1372, 0.238095, -
1373, 0.238095, -
1374, 0.238095, -
1375, 0.238095, -
1376, 0.238095, -
1377, 0.238095, -
1378, 0.238095, -
1379, 0.238095, -
1380, 0.238095, -
1381, 0.238095, -
1382, 0.238095, -
